,_id,deleted,endTime,exercise,initialStartTime,metric,removed,rpe,setID,setNumber,startTime,tags,userID,weight,workoutID
2563,05c91a0d-b4dd-40f0-ab16-6e64fa16fb49,0.0,,bench,2018-05-23T01:05:02.584Z,kgs,0.0,6,05c91a0d-b4dd-40f0-ab16-6e64fa16fb49,23.0,,['mimi'],5aa35456880e87b3f32ddf7c,37.5,0e6dd975-b54d-4e4d-ab2f-d240105f4697
2839,065848ea-0f54-4d07-b3c5-c20b4b8f2989,0.0,,sumo deadlift,2018-05-10T23:38:01.547Z,kgs,0.0,8,065848ea-0f54-4d07-b3c5-c20b4b8f2989,2.0,,[],58ace5bd6ca711fcd8cb7b39,252.5,5d679e1d-e559-4d1a-89b0-c227b76e69a6
3024,06ba3fd9-5195-45b5-812c-bfdebf26c702,0.0,,bench,2018-05-13T19:30:51.401Z,kgs,0.0,< 5.5,06ba3fd9-5195-45b5-812c-bfdebf26c702,8.0,,"['chase', '4 rpe']",5aa35456880e87b3f32ddf7c,60,5fbdf0dd-adc7-4221-9ced-8514e5ee9d04
3050,06cae9ee-fa30-4317-ad13-333583819e9b,0.0,,squat,2018-05-19T14:22:54.740Z,kgs,0.0,7.5,06cae9ee-fa30-4317-ad13-333583819e9b,3.0,,['harr'],5aa35456880e87b3f32ddf7c,105,870ca10a-1f71-4cbf-a3f8-6ef0f0cc56c1
3684,082c9838-ae1e-4a33-ad4a-eefd8c43b371,0.0,,bench,2018-05-23T23:22:22.577Z,kgs,0.0,< 5.5,082c9838-ae1e-4a33-ad4a-eefd8c43b371,6.0,,"['chase', '5 rpe']",5aa35456880e87b3f32ddf7c,80,ea75c10c-b19e-4984-8b6f-66a0227d0674
3715,083ca475-45ea-4f12-a7f7-fe829d6a9295,0.0,,squat,2018-05-24T23:14:38.918Z,kgs,0.0,6.5,083ca475-45ea-4f12-a7f7-fe829d6a9295,6.0,,['matt'],5aa35456880e87b3f32ddf7c,171,7e166282-3e2e-4b31-b419-8f70734fc65e
4261,09475a5c-06da-4224-bb41-a9329e5c100e,0.0,,squat,2018-05-19T16:20:08.748Z,kgs,0.0,10,09475a5c-06da-4224-bb41-a9329e5c100e,38.0,,['elisa'],5aa35456880e87b3f32ddf7c,96,870ca10a-1f71-4cbf-a3f8-6ef0f0cc56c1
4898,0aae0965-872c-4123-b982-7284951d1aa6,0.0,,bench,2018-05-16T01:44:22.407Z,kgs,0.0,8,0aae0965-872c-4123-b982-7284951d1aa6,49.0,,['harr'],5aa35456880e87b3f32ddf7c,62.5,c1d046a3-bf4e-4ba8-a43a-2568a3b21620
5057,0b026a2c-e069-462a-b5c0-21483eeea410,0.0,,squat,2018-05-22T23:30:44.165Z,kgs,0.0,9.5,0b026a2c-e069-462a-b5c0-21483eeea410,6.0,,['matt'],5aa35456880e87b3f32ddf7c,157.5,0e6dd975-b54d-4e4d-ab2f-d240105f4697
5290,0b816c2e-8862-446e-9a6e-2fda9147e0ae,0.0,,bench,2018-05-25T00:32:03.588Z,kgs,0.0,7,0b816c2e-8862-446e-9a6e-2fda9147e0ae,18.0,,['matt'],5aa35456880e87b3f32ddf7c,120,7e166282-3e2e-4b31-b419-8f70734fc65e
5308,0b8ac244-506f-4a76-b590-313dc8fcad71,0.0,,bench,2018-05-16T01:51:10.152Z,kgs,0.0,8.5,0b8ac244-506f-4a76-b590-313dc8fcad71,50.0,,['harr'],5aa35456880e87b3f32ddf7c,65,c1d046a3-bf4e-4ba8-a43a-2568a3b21620
5356,0bae2b3a-07c0-4d4f-ae11-1f123c3234c7,0.0,,bench,2018-05-15T00:53:07.391Z,kgs,0.0,10,0bae2b3a-07c0-4d4f-ae11-1f123c3234c7,14.0,,"['fail', 'mimi']",5aa35456880e87b3f32ddf7c,50,8ece7813-09a3-4117-bcae-c1487e37dfb4
5561,0c33a481-e1cb-44b6-ba64-adbcddc58a13,0.0,,squat,2018-05-18T01:52:34.935Z,kgs,0.0,9,0c33a481-e1cb-44b6-ba64-adbcddc58a13,44.0,,['harr'],5aa35456880e87b3f32ddf7c,80,069415c7-5299-4dd3-a548-e201d5fa7c81
5701,0c7e917f-1cdf-451e-9c5d-fb9e3e3b77bc,0.0,,squat,2018-05-08T22:14:22.587Z,kgs,0.0,< 5.5,0c7e917f-1cdf-451e-9c5d-fb9e3e3b77bc,3.0,,"['elisa', 'less than 5 rpe']",58ace5bd6ca711fcd8cb7b39,50,dc7cace1-274d-487c-ba35-7bc957b7097b
5863,0cda0ef6-9698-47df-ab27-98a26e37572f,0.0,,bench,2018-05-15T23:50:08.277Z,kgs,0.0,< 5.5,0cda0ef6-9698-47df-ab27-98a26e37572f,29.0,,"['matt', '5 rpe']",5aa35456880e87b3f32ddf7c,85,c1d046a3-bf4e-4ba8-a43a-2568a3b21620
6016,0d2ba5fa-bf5a-4ecb-b03a-606562f94ff8,0.0,,bench,2018-05-16T17:49:15.934Z,kgs,0.0,6.5,0d2ba5fa-bf5a-4ecb-b03a-606562f94ff8,23.0,,['mimi '],5aa35456880e87b3f32ddf7c,37.5,21b51e5a-6a80-48d8-827b-b2309f4cd405
6136,0d68b703-c515-44bd-9916-fcc1cf5da11f,0.0,,squat,2018-05-13T18:34:37.876Z,kgs,0.0,6.5,0d68b703-c515-44bd-9916-fcc1cf5da11f,3.0,,['chase'],5aa35456880e87b3f32ddf7c,112.5,5fbdf0dd-adc7-4221-9ced-8514e5ee9d04
6418,0e07c0cd-78ac-4616-a6a1-d6d16cfe9b98,0.0,,bench,2018-05-08T23:06:00.754Z,kgs,,,0e07c0cd-78ac-4616-a6a1-d6d16cfe9b98,14.0,,[],58ace5bd6ca711fcd8cb7b39,,dc7cace1-274d-487c-ba35-7bc957b7097b
6629,0e7c19c3-dc9c-4130-8e03-2a08044f396c,0.0,,squat,2018-05-12T12:39:40.677Z,kgs,0.0,7.5,0e7c19c3-dc9c-4130-8e03-2a08044f396c,4.0,,['harr'],5aa35456880e87b3f32ddf7c,110,ac1ca1f7-552e-4350-a77d-9ee0287d5aa2
6777,0ecc2fb4-535c-4387-8b81-dccabb2b76ac,0.0,,squat,2018-05-12T16:33:23.293Z,kgs,0.0,9,0ecc2fb4-535c-4387-8b81-dccabb2b76ac,15.0,,['elisa'],5aa35456880e87b3f32ddf7c,87.5,bafb2bf6-d950-4ac8-a254-42f60e9eebe4
